iters,fevals,fitness
893,1170,80.0
894,1171,80.0
895,1172,80.0
896,1173,80.0
897,1174,80.0
898,1175,80.0
899,1176,80.0
900,1177,80.0
901,1178,80.0
902,1179,80.0
903,1180,80.0
904,1181,80.0
905,1182,80.0
906,1183,80.0
907,1184,80.0
908,1185,80.0
909,1186,80.0
910,1187,80.0
911,1188,80.0
912,1189,80.0
913,1190,80.0
914,1191,80.0
915,1192,80.0
916,1193,80.0
917,1194,80.0
918,1195,80.0
919,1196,80.0
920,1197,80.0
921,1198,80.0
922,1199,80.0
923,1200,80.0
924,1201,80.0
925,1202,80.0
926,1203,80.0
927,1204,80.0
928,1205,80.0
929,1206,80.0
930,1207,80.0
931,1208,80.0
932,1209,80.0
933,1210,80.0
934,1211,80.0
935,1212,80.0
936,1213,80.0
937,1214,80.0
938,1215,80.0
939,1216,80.0
940,1217,80.0
941,1218,80.0
942,1219,80.0
943,1220,80.0
944,1221,80.0
945,1222,80.0
946,1223,80.0
947,1224,80.0
948,1225,80.0
949,1226,80.0
950,1227,80.0
951,1228,80.0
952,1229,80.0
953,1230,80.0
954,1231,80.0
955,1232,80.0
956,1233,80.0
957,1234,80.0
958,1235,80.0
959,1236,80.0
960,1237,80.0
961,1238,80.0
962,1239,80.0
963,1240,80.0
964,1241,80.0
965,1242,80.0
966,1243,80.0
967,1244,80.0
968,1245,80.0
969,1246,80.0
970,1247,80.0
971,1248,80.0
972,1249,80.0
973,1250,80.0
974,1251,80.0
975,1252,80.0
976,1253,80.0
977,1254,80.0
978,1255,80.0
979,1256,80.0
980,1257,80.0
981,1258,80.0
982,1259,80.0
983,1260,80.0
984,1261,80.0
985,1262,80.0
986,1263,80.0
987,1264,80.0
988,1265,80.0
989,1266,80.0
990,1267,80.0
991,1268,80.0
992,1269,80.0
993,1270,80.0
994,1271,80.0
995,1272,80.0
996,1273,80.0
997,1274,80.0
998,1275,80.0
999,1276,80.0
